firm,level,amount,medianPercent,diffMedian
TR2,54e4,0.25,0.38,-0.13
AR6,54e4,0.4,0.38,0.020000000000000018
TR8,54e4,0.3,0.38,-0.08000000000000002
AB5,54e4,0.46,0.38,0.08000000000000002
PB14,54e4,0.3,0.38,-0.08000000000000002
AR7,54e4,0.41,0.38,0.02999999999999997
TB6,54e4,0.4,0.38,0.020000000000000018
TL9,54e4,0.45,0.38,0.07
PB8,54e4,0.35,0.38,-0.030000000000000027
PT3,54e4,0.31,0.38,-0.07
TT7,54e4,0.42,0.38,0.03999999999999998
GB1,54e4,0.35,0.38,-0.030000000000000027
GT1,54e4,0.38,0.38,0
GL1,54e4,0.35,0.38,-0.030000000000000027
TL7,54e4,0.39,0.38,0.010000000000000009
AB6,54e4,0.35,0.38,-0.030000000000000027
AB4,54e4,0.35,0.38,-0.030000000000000027
PT12,54e4,0.38,0.38,0
AT7,54e4,0.19,0.38,-0.19
AB3,54e4,0.36,0.38,-0.020000000000000018
PT13,54e4,0.4,0.38,0.020000000000000018
AB7,54e4,0.33,0.38,-0.04999999999999999
TL5,54e4,0.4,0.38,0.020000000000000018
AT6,54e4,0.35,0.38,-0.030000000000000027
PR3,54e4,0.42,0.38,0.03999999999999998
PR2,54e4,0.38,0.38,0
AT3,54e4,0.4,0.38,0.020000000000000018
TL14,54e4,0.4,0.38,0.020000000000000018
PR1,54e4,0.38,0.38,0
PB1,54e4,0.29,0.38,-0.09000000000000002
PB6,54e4,0.39,0.38,0.010000000000000009
AL3,54e4,0.39,0.38,0.010000000000000009
AT2,54e4,0.37,0.38,-0.010000000000000009
AR3,54e4,0.4,0.38,0.020000000000000018
PB3,54e4,0.38,0.38,0
PR4,54e4,0.38,0.38,0
AB2,54e4,0.4,0.38,0.020000000000000018
AT1,54e4,0.35,0.38,-0.030000000000000027
TB5,54e4,0.35,0.38,-0.030000000000000027
AT5,54e4,0.37,0.38,-0.010000000000000009
TB7,54e4,0.42,0.38,0.03999999999999998
PB9,54e4,0.45,0.38,0.07
W,54e4,0.42,0.38,0.03999999999999998
GR1,55e4,0.4,0.38,0.020000000000000018
PT10,55e4,0.39,0.38,0.010000000000000009
TL13,55e4,0.37,0.38,-0.010000000000000009
PT5,55e4,0.41,0.38,0.02999999999999997
PB7,55e4,0.4,0.38,0.020000000000000018
PT11,55e4,0.42,0.38,0.03999999999999998
AR2,55e4,0.36,0.38,-0.020000000000000018
TR7,55e4,0.34,0.38,-0.03999999999999998
TR2,55e4,0.25,0.38,-0.13
AR6,55e4,0.4,0.38,0.020000000000000018
TR8,55e4,0.31,0.38,-0.07
AB5,55e4,0.46,0.38,0.08000000000000002
PB14,55e4,0.3,0.38,-0.08000000000000002
AR7,55e4,0.41,0.38,0.02999999999999997
TB6,55e4,0.4,0.38,0.020000000000000018
TL9,55e4,0.45,0.38,0.07
PB8,55e4,0.35,0.38,-0.030000000000000027
PT3,55e4,0.31,0.38,-0.07
TT7,55e4,0.42,0.38,0.03999999999999998
GB1,55e4,0.37,0.38,-0.010000000000000009
GT1,55e4,0.38,0.38,0
GL1,55e4,0.35,0.38,-0.030000000000000027
TL7,55e4,0.39,0.38,0.010000000000000009
AB6,55e4,0.35,0.38,-0.030000000000000027
AB4,55e4,0.35,0.38,-0.030000000000000027
PT12,55e4,0.38,0.38,0
AT7,55e4,0.19,0.38,-0.19
AB3,55e4,0.37,0.38,-0.010000000000000009
PT13,55e4,0.4,0.38,0.020000000000000018
AB7,55e4,0.33,0.38,-0.04999999999999999
TL5,55e4,0.4,0.38,0.020000000000000018
AT6,55e4,0.35,0.38,-0.030000000000000027
PR3,55e4,0.42,0.38,0.03999999999999998
PR2,55e4,0.38,0.38,0
AT3,55e4,0.4,0.38,0.020000000000000018
TL14,55e4,0.4,0.38,0.020000000000000018
PR1,55e4,0.38,0.38,0
PB1,55e4,0.3,0.38,-0.08000000000000002
PB6,55e4,0.4,0.38,0.020000000000000018
AL3,55e4,0.39,0.38,0.010000000000000009
AT2,55e4,0.39,0.38,0.010000000000000009
AR3,55e4,0.4,0.38,0.020000000000000018
PB3,55e4,0.4,0.38,0.020000000000000018
PR4,55e4,0.38,0.38,0
AB2,55e4,0.4,0.38,0.020000000000000018
AT1,55e4,0.35,0.38,-0.030000000000000027
TB5,55e4,0.35,0.38,-0.030000000000000027
AT5,55e4,0.37,0.38,-0.010000000000000009
TB7,55e4,0.42,0.38,0.03999999999999998
PB9,55e4,0.45,0.38,0.07
W,55e4,0.42,0.38,0.03999999999999998
GR1,575e3,0.41,0.38,0.02999999999999997
PT10,575e3,0.39,0.38,0.010000000000000009
TL13,575e3,0.37,0.38,-0.010000000000000009
PT5,575e3,0.41,0.38,0.02999999999999997
PB7,575e3,0.4,0.38,0.020000000000000018
PT11,575e3,0.42,0.38,0.03999999999999998
AR2,575e3,0.36,0.38,-0.020000000000000018
TR7,575e3,0.34,0.38,-0.03999999999999998
TR2,575e3,0.25,0.38,-0.13
AR6,575e3,0.4,0.38,0.020000000000000018
TR8,575e3,0.31,0.38,-0.07
AB5,575e3,0.46,0.38,0.08000000000000002
PB14,575e3,0.3,0.38,-0.08000000000000002
AR7,575e3,0.41,0.38,0.02999999999999997
TB6,575e3,0.4,0.38,0.020000000000000018
TL9,575e3,0.45,0.38,0.07
PB8,575e3,0.35,0.38,-0.030000000000000027
PT3,575e3,0.31,0.38,-0.07
TT7,575e3,0.42,0.38,0.03999999999999998
GB1,575e3,0.37,0.38,-0.010000000000000009
GT1,575e3,0.38,0.38,0
GL1,575e3,0.35,0.38,-0.030000000000000027
TL7,575e3,0.39,0.38,0.010000000000000009
AB6,575e3,0.35,0.38,-0.030000000000000027
AB4,575e3,0.35,0.38,-0.030000000000000027
PT12,575e3,0.38,0.38,0
AT7,575e3,0.19,0.38,-0.19
AB3,575e3,0.37,0.38,-0.010000000000000009
PT13,575e3,0.4,0.38,0.020000000000000018
AB7,575e3,0.33,0.38,-0.04999999999999999
TL5,575e3,0.4,0.38,0.020000000000000018
AT6,575e3,0.35,0.38,-0.030000000000000027
PR3,575e3,0.42,0.38,0.03999999999999998
PR2,575e3,0.38,0.38,0
AT3,575e3,0.4,0.38,0.020000000000000018
TL14,575e3,0.4,0.38,0.020000000000000018
PR1,575e3,0.38,0.38,0
PB1,575e3,0.3,0.38,-0.08000000000000002
PB6,575e3,0.4,0.38,0.020000000000000018
AL3,575e3,0.39,0.38,0.010000000000000009
AT2,575e3,0.39,0.38,0.010000000000000009
AR3,575e3,0.4,0.38,0.020000000000000018
PB3,575e3,0.4,0.38,0.020000000000000018
PR4,575e3,0.38,0.38,0
AB2,575e3,0.4,0.38,0.020000000000000018
AT1,575e3,0.35,0.38,-0.030000000000000027
TB5,575e3,0.35,0.38,-0.030000000000000027
AT5,575e3,0.37,0.38,-0.010000000000000009
TB7,575e3,0.42,0.38,0.03999999999999998
PB9,575e3,0.45,0.38,0.07
W,575e3,0.42,0.38,0.03999999999999998
GR1,6e5,0.41,0.39,0.019999999999999962
PT10,6e5,0.39,0.39,0
TL13,6e5,0.37,0.39,-0.020000000000000018
PT5,6e5,0.41,0.39,0.019999999999999962
PB7,6e5,0.42,0.39,0.02999999999999997
PT11,6e5,0.42,0.39,0.02999999999999997
AR2,6e5,0.36,0.39,-0.030000000000000027
TR7,6e5,0.34,0.39,-0.04999999999999999
TR2,6e5,0.25,0.39,-0.14
AR6,6e5,0.4,0.39,0.010000000000000009
TR8,6e5,0.33,0.39,-0.06
AB5,6e5,0.48,0.39,0.08999999999999997
PB14,6e5,0.3,0.39,-0.09000000000000002
AR7,6e5,0.41,0.39,0.019999999999999962
TB6,6e5,0.42,0.39,0.02999999999999997
TL9,6e5,0.45,0.39,0.06
PB8,6e5,0.36,0.39,-0.030000000000000027
PT3,6e5,0.33,0.39,-0.06
TT7,6e5,0.45,0.39,0.06
GB1,6e5,0.38,0.39,-0.010000000000000009
GT1,6e5,0.38,0.39,-0.010000000000000009
GL1,6e5,0.35,0.39,-0.040000000000000036
TL7,6e5,0.39,0.39,0
AB6,6e5,0.35,0.39,-0.040000000000000036
AB4,6e5,0.35,0.39,-0.040000000000000036
PT12,6e5,0.38,0.39,-0.010000000000000009
AT7,6e5,0.19,0.39,-0.2
AB3,6e5,0.38,0.39,-0.010000000000000009
PT13,6e5,0.41,0.39,0.019999999999999962
AB7,6e5,0.35,0.39,-0.040000000000000036
TL5,6e5,0.43,0.39,0.03999999999999998
AT6,6e5,0.37,0.39,-0.020000000000000018
PR3,6e5,0.42,0.39,0.02999999999999997
PR2,6e5,0.38,0.39,-0.010000000000000009
AT3,6e5,0.41,0.39,0.019999999999999962
TL14,6e5,0.43,0.39,0.03999999999999998
PR1,6e5,0.39,0.39,0
PB1,6e5,0.32,0.39,-0.07
PB6,6e5,0.41,0.39,0.019999999999999962
AL3,6e5,0.39,0.39,0
AT2,6e5,0.39,0.39,0
AR3,6e5,0.43,0.39,0.03999999999999998
PB3,6e5,0.41,0.39,0.019999999999999962
PR4,6e5,0.38,0.39,-0.010000000000000009
AB2,6e5,0.4,0.39,0.010000000000000009
AT1,6e5,0.4,0.39,0.010000000000000009
TB5,6e5,0.35,0.39,-0.040000000000000036
AT5,6e5,0.37,0.39,-0.020000000000000018
TB7,6e5,0.42,0.39,0.02999999999999997
PB9,6e5,0.5,0.39,0.10999999999999999
W,6e5,0.43,0.39,0.03999999999999998
GR1,625e3,0.41,0.39,0.019999999999999962
PT10,625e3,0.39,0.39,0
TL13,625e3,0.37,0.39,-0.020000000000000018
PT5,625e3,0.41,0.39,0.019999999999999962
PB7,625e3,0.42,0.39,0.02999999999999997
PT11,625e3,0.42,0.39,0.02999999999999997
AR2,625e3,0.36,0.39,-0.030000000000000027
TR7,625e3,0.34,0.39,-0.04999999999999999
TR2,625e3,0.25,0.39,-0.14
AR6,625e3,0.4,0.39,0.010000000000000009
TR8,625e3,0.33,0.39,-0.06
AB5,625e3,0.48,0.39,0.08999999999999997
PB14,625e3,0.3,0.39,-0.09000000000000002
AR7,625e3,0.41,0.39,0.019999999999999962
TB6,625e3,0.42,0.39,0.02999999999999997
TL9,625e3,0.45,0.39,0.06
PB8,625e3,0.36,0.39,-0.030000000000000027
PT3,625e3,0.33,0.39,-0.06
TT7,625e3,0.45,0.39,0.06
GB1,625e3,0.38,0.39,-0.010000000000000009
GT1,625e3,0.39,0.39,0
GL1,625e3,0.35,0.39,-0.040000000000000036
TL7,625e3,0.39,0.39,0
AB6,625e3,0.35,0.39,-0.040000000000000036
AB4,625e3,0.35,0.39,-0.040000000000000036
PT12,625e3,0.38,0.39,-0.010000000000000009
AT7,625e3,0.19,0.39,-0.2
AB3,625e3,0.38,0.39,-0.010000000000000009
PT13,625e3,0.41,0.39,0.019999999999999962
AB7,625e3,0.35,0.39,-0.040000000000000036
TL5,625e3,0.43,0.39,0.03999999999999998
AT6,625e3,0.37,0.39,-0.020000000000000018
PR3,625e3,0.42,0.39,0.02999999999999997
PR2,625e3,0.38,0.39,-0.010000000000000009
AT3,625e3,0.41,0.39,0.019999999999999962
TL14,625e3,0.43,0.39,0.03999999999999998
PR1,625e3,0.39,0.39,0
PB1,625e3,0.32,0.39,-0.07
PB6,625e3,0.41,0.39,0.019999999999999962
AL3,625e3,0.39,0.39,0
AT2,625e3,0.41,0.39,0.019999999999999962
AR3,625e3,0.43,0.39,0.03999999999999998
PB3,625e3,0.41,0.39,0.019999999999999962
PR4,625e3,0.38,0.39,-0.010000000000000009
AB2,625e3,0.4,0.39,0.010000000000000009
AT1,625e3,0.4,0.39,0.010000000000000009
TB5,625e3,0.35,0.39,-0.040000000000000036
AT5,625e3,0.37,0.39,-0.020000000000000018
TB7,625e3,0.42,0.39,0.02999999999999997
PB9,625e3,0.5,0.39,0.10999999999999999
W,625e3,0.43,0.39,0.03999999999999998
GR1,65e4,0.41,0.39,0.019999999999999962
PT10,65e4,0.39,0.39,0
TL13,65e4,0.37,0.39,-0.020000000000000018
PT5,65e4,0.41,0.39,0.019999999999999962
PB7,65e4,0.42,0.39,0.02999999999999997
PT11,65e4,0.42,0.39,0.02999999999999997
AR2,65e4,0.37,0.39,-0.020000000000000018
TR7,65e4,0.34,0.39,-0.04999999999999999
TR2,65e4,0.25,0.39,-0.14
AR6,65e4,0.4,0.39,0.010000000000000009
TR8,65e4,0.34,0.39,-0.04999999999999999
AB5,65e4,0.48,0.39,0.08999999999999997
PB14,65e4,0.3,0.39,-0.09000000000000002
AR7,65e4,0.41,0.39,0.019999999999999962
TB6,65e4,0.42,0.39,0.02999999999999997
TL9,65e4,0.45,0.39,0.06
PB8,65e4,0.36,0.39,-0.030000000000000027
PT3,65e4,0.33,0.39,-0.06
TT7,65e4,0.45,0.39,0.06
GB1,65e4,0.38,0.39,-0.010000000000000009
GT1,65e4,0.39,0.39,0
GL1,65e4,0.36,0.39,-0.030000000000000027
TL7,65e4,0.39,0.39,0
AB6,65e4,0.35,0.39,-0.040000000000000036
AB4,65e4,0.35,0.39,-0.040000000000000036
PT12,65e4,0.38,0.39,-0.010000000000000009
AT7,65e4,0.19,0.39,-0.2
AB3,65e4,0.38,0.39,-0.010000000000000009
PT13,65e4,0.41,0.39,0.019999999999999962
AB7,65e4,0.35,0.39,-0.040000000000000036
TL5,65e4,0.43,0.39,0.03999999999999998
AT6,65e4,0.37,0.39,-0.020000000000000018
PR3,65e4,0.45,0.39,0.06
PR2,65e4,0.38,0.39,-0.010000000000000009
AT3,65e4,0.41,0.39,0.019999999999999962
TL14,65e4,0.43,0.39,0.03999999999999998
PR1,65e4,0.39,0.39,0
PB1,65e4,0.32,0.39,-0.07
PB6,65e4,0.42,0.39,0.02999999999999997
AL3,65e4,0.39,0.39,0
AT2,65e4,0.41,0.39,0.019999999999999962
AR3,65e4,0.43,0.39,0.03999999999999998
PB3,65e4,0.41,0.39,0.019999999999999962
PR4,65e4,0.38,0.39,-0.010000000000000009
AB2,65e4,0.4,0.39,0.010000000000000009
AT1,65e4,0.4,0.39,0.010000000000000009
TB5,65e4,0.35,0.39,-0.040000000000000036
AT5,65e4,0.38,0.39,-0.010000000000000009
TB7,65e4,0.42,0.39,0.02999999999999997
PB9,65e4,0.5,0.39,0.10999999999999999
W,65e4,0.43,0.39,0.03999999999999998
GR1,675e3,0.41,0.39,0.019999999999999962
PT10,675e3,0.39,0.39,0
TL13,675e3,0.37,0.39,-0.020000000000000018
PT5,675e3,0.41,0.39,0.019999999999999962
PB7,675e3,0.42,0.39,0.02999999999999997
PT11,675e3,0.42,0.39,0.02999999999999997
AR2,675e3,0.37,0.39,-0.020000000000000018
TR7,675e3,0.34,0.39,-0.04999999999999999
TR2,675e3,0.25,0.39,-0.14
AR6,675e3,0.4,0.39,0.010000000000000009
TR8,675e3,0.34,0.39,-0.04999999999999999
AB5,675e3,0.48,0.39,0.08999999999999997
PB14,675e3,0.3,0.39,-0.09000000000000002
AR7,675e3,0.41,0.39,0.019999999999999962
TB6,675e3,0.42,0.39,0.02999999999999997
TL9,675e3,0.45,0.39,0.06
PB8,675e3,0.36,0.39,-0.030000000000000027
PT3,675e3,0.33,0.39,-0.06
TT7,675e3,0.45,0.39,0.06
GB1,675e3,0.38,0.39,-0.010000000000000009
GT1,675e3,0.39,0.39,0
GL1,675e3,0.36,0.39,-0.030000000000000027
TL7,675e3,0.39,0.39,0
AB6,675e3,0.35,0.39,-0.040000000000000036
AB4,675e3,0.35,0.39,-0.040000000000000036
PT12,675e3,0.38,0.39,-0.010000000000000009
AT7,675e3,0.19,0.39,-0.2
AB3,675e3,0.38,0.39,-0.010000000000000009
PT13,675e3,0.41,0.39,0.019999999999999962
AB7,675e3,0.35,0.39,-0.040000000000000036
TL5,675e3,0.43,0.39,0.03999999999999998
AT6,675e3,0.37,0.39,-0.020000000000000018
PR3,675e3,0.45,0.39,0.06
PR2,675e3,0.38,0.39,-0.010000000000000009
AT3,675e3,0.41,0.39,0.019999999999999962
TL14,675e3,0.43,0.39,0.03999999999999998
PR1,675e3,0.39,0.39,0
PB1,675e3,0.32,0.39,-0.07
PB6,675e3,0.42,0.39,0.02999999999999997
AL3,675e3,0.39,0.39,0
AT2,675e3,0.41,0.39,0.019999999999999962
AR3,675e3,0.43,0.39,0.03999999999999998
PB3,675e3,0.41,0.39,0.019999999999999962
PR4,675e3,0.38,0.39,-0.010000000000000009
AB2,675e3,0.4,0.39,0.010000000000000009
AT1,675e3,0.4,0.39,0.010000000000000009
TB5,675e3,0.35,0.39,-0.040000000000000036
AT5,675e3,0.38,0.39,-0.010000000000000009
TB7,675e3,0.42,0.39,0.02999999999999997
PB9,675e3,0.5,0.39,0.10999999999999999
W,675e3,0.43,0.39,0.03999999999999998
GR1,7e5,0.41,0.4,0.009999999999999953
PT10,7e5,0.39,0.4,-0.010000000000000009
TL13,7e5,0.37,0.4,-0.030000000000000027
PT5,7e5,0.41,0.4,0.009999999999999953
PB7,7e5,0.42,0.4,0.019999999999999962
PT11,7e5,0.42,0.4,0.019999999999999962
AR2,7e5,0.37,0.4,-0.030000000000000027
TR7,7e5,0.34,0.4,-0.06
TR2,7e5,0.25,0.4,-0.15000000000000002
AR6,7e5,0.4,0.4,0
TR8,7e5,0.34,0.4,-0.06
AB5,7e5,0.48,0.4,0.07999999999999996
PB14,7e5,0.3,0.4,-0.10000000000000003
AR7,7e5,0.41,0.4,0.009999999999999953
TB6,7e5,0.42,0.4,0.019999999999999962
TL9,7e5,0.45,0.4,0.04999999999999999
PB8,7e5,0.36,0.4,-0.040000000000000036
PT3,7e5,0.33,0.4,-0.07
TT7,7e5,0.45,0.4,0.04999999999999999
GB1,7e5,0.39,0.4,-0.010000000000000009
GT1,7e5,0.39,0.4,-0.010000000000000009
GL1,7e5,0.36,0.4,-0.040000000000000036
TL7,7e5,0.4,0.4,0
AB6,7e5,0.35,0.4,-0.050000000000000044
AB4,7e5,0.35,0.4,-0.050000000000000044
PT12,7e5,0.38,0.4,-0.020000000000000018
AT7,7e5,0.19,0.4,-0.21000000000000002
AB3,7e5,0.38,0.4,-0.020000000000000018
PT13,7e5,0.41,0.4,0.009999999999999953
AB7,7e5,0.36,0.4,-0.040000000000000036
TL5,7e5,0.45,0.4,0.04999999999999999
AT6,7e5,0.39,0.4,-0.010000000000000009
PR3,7e5,0.45,0.4,0.04999999999999999
PR2,7e5,0.38,0.4,-0.020000000000000018
AT3,7e5,0.42,0.4,0.019999999999999962
TL14,7e5,0.43,0.4,0.02999999999999997
PR1,7e5,0.39,0.4,-0.010000000000000009
PB1,7e5,0.32,0.4,-0.08000000000000002
PB6,7e5,0.42,0.4,0.019999999999999962
AL3,7e5,0.39,0.4,-0.010000000000000009
AT2,7e5,0.42,0.4,0.019999999999999962
AR3,7e5,0.43,0.4,0.02999999999999997
PB3,7e5,0.41,0.4,0.009999999999999953
PR4,7e5,0.38,0.4,-0.020000000000000018
AB2,7e5,0.4,0.4,0
AT1,7e5,0.4,0.4,0
TB5,7e5,0.35,0.4,-0.050000000000000044
AT5,7e5,0.38,0.4,-0.020000000000000018
TB7,7e5,0.42,0.4,0.019999999999999962
PB9,7e5,0.5,0.4,0.09999999999999998
W,7e5,0.43,0.4,0.02999999999999997
GR1,725e3,0.41,0.4,0.009999999999999953
PT10,725e3,0.39,0.4,-0.010000000000000009
TL13,725e3,0.37,0.4,-0.030000000000000027
PT5,725e3,0.41,0.4,0.009999999999999953
PB7,725e3,0.42,0.4,0.019999999999999962
PT11,725e3,0.42,0.4,0.019999999999999962
AR2,725e3,0.37,0.4,-0.030000000000000027
TR7,725e3,0.34,0.4,-0.06
TR2,725e3,0.25,0.4,-0.15000000000000002
AR6,725e3,0.4,0.4,0
TR8,725e3,0.34,0.4,-0.06
AB5,725e3,0.5,0.4,0.09999999999999998
PB14,725e3,0.3,0.4,-0.10000000000000003
AR7,725e3,0.41,0.4,0.009999999999999953
TB6,725e3,0.43,0.4,0.02999999999999997
TL9,725e3,0.45,0.4,0.04999999999999999
PB8,725e3,0.36,0.4,-0.040000000000000036
PT3,725e3,0.33,0.4,-0.07
TT7,725e3,0.45,0.4,0.04999999999999999
GB1,725e3,0.39,0.4,-0.010000000000000009
GT1,725e3,0.39,0.4,-0.010000000000000009
GL1,725e3,0.37,0.4,-0.030000000000000027
TL7,725e3,0.4,0.4,0
AB6,725e3,0.35,0.4,-0.050000000000000044
AB4,725e3,0.35,0.4,-0.050000000000000044
PT12,725e3,0.38,0.4,-0.020000000000000018
AT7,725e3,0.19,0.4,-0.21000000000000002
AB3,725e3,0.38,0.4,-0.020000000000000018
PT13,725e3,0.41,0.4,0.009999999999999953
AB7,725e3,0.36,0.4,-0.040000000000000036
TL5,725e3,0.45,0.4,0.04999999999999999
AT6,725e3,0.39,0.4,-0.010000000000000009
PR3,725e3,0.45,0.4,0.04999999999999999
PR2,725e3,0.38,0.4,-0.020000000000000018
AT3,725e3,0.42,0.4,0.019999999999999962
TL14,725e3,0.43,0.4,0.02999999999999997
PR1,725e3,0.39,0.4,-0.010000000000000009
PB1,725e3,0.32,0.4,-0.08000000000000002
PB6,725e3,0.42,0.4,0.019999999999999962
AL3,725e3,0.39,0.4,-0.010000000000000009
AT2,725e3,0.42,0.4,0.019999999999999962
AR3,725e3,0.43,0.4,0.02999999999999997
PB3,725e3,0.41,0.4,0.009999999999999953
PR4,725e3,0.38,0.4,-0.020000000000000018
AB2,725e3,0.4,0.4,0
AT1,725e3,0.4,0.4,0
TB5,725e3,0.35,0.4,-0.050000000000000044
AT5,725e3,0.38,0.4,-0.020000000000000018
TB7,725e3,0.42,0.4,0.019999999999999962
PB9,725e3,0.5,0.4,0.09999999999999998
W,725e3,0.44,0.4,0.03999999999999998
GR1,75e4,0.41,0.4,0.009999999999999953
PT10,75e4,0.39,0.4,-0.010000000000000009
TL13,75e4,0.37,0.4,-0.030000000000000027
PT5,75e4,0.41,0.4,0.009999999999999953
PB7,75e4,0.42,0.4,0.019999999999999962
PT11,75e4,0.42,0.4,0.019999999999999962
AR2,75e4,0.37,0.4,-0.030000000000000027
TR7,75e4,0.34,0.4,-0.06
TR2,75e4,0.25,0.4,-0.15000000000000002
AR6,75e4,0.4,0.4,0
TR8,75e4,0.36,0.4,-0.040000000000000036
AB5,75e4,0.5,0.4,0.09999999999999998
PB14,75e4,0.3,0.4,-0.10000000000000003
AR7,75e4,0.41,0.4,0.009999999999999953
TB6,75e4,0.43,0.4,0.02999999999999997
TL9,75e4,0.45,0.4,0.04999999999999999
PB8,75e4,0.38,0.4,-0.020000000000000018
PT3,75e4,0.37,0.4,-0.030000000000000027
TT7,75e4,0.47,0.4,0.06999999999999995
GB1,75e4,0.39,0.4,-0.010000000000000009
GT1,75e4,0.4,0.4,0
GL1,75e4,0.37,0.4,-0.030000000000000027
TL7,75e4,0.4,0.4,0
AB6,75e4,0.35,0.4,-0.050000000000000044
AB4,75e4,0.35,0.4,-0.050000000000000044
PT12,75e4,0.38,0.4,-0.020000000000000018
AT7,75e4,0.19,0.4,-0.21000000000000002
AB3,75e4,0.39,0.4,-0.010000000000000009
PT13,75e4,0.41,0.4,0.009999999999999953
AB7,75e4,0.36,0.4,-0.040000000000000036
TL5,75e4,0.45,0.4,0.04999999999999999
AT6,75e4,0.39,0.4,-0.010000000000000009
PR3,75e4,0.45,0.4,0.04999999999999999
PR2,75e4,0.38,0.4,-0.020000000000000018
AT3,75e4,0.42,0.4,0.019999999999999962
TL14,75e4,0.45,0.4,0.04999999999999999
PR1,75e4,0.39,0.4,-0.010000000000000009
PB1,75e4,0.34,0.4,-0.06
PB6,75e4,0.43,0.4,0.02999999999999997
AL3,75e4,0.41,0.4,0.009999999999999953
AT2,75e4,0.42,0.4,0.019999999999999962
AR3,75e4,0.43,0.4,0.02999999999999997
PB3,75e4,0.41,0.4,0.009999999999999953
PR4,75e4,0.38,0.4,-0.020000000000000018
AB2,75e4,0.4,0.4,0
AT1,75e4,0.4,0.4,0
TB5,75e4,0.35,0.4,-0.050000000000000044
AT5,75e4,0.38,0.4,-0.020000000000000018
TB7,75e4,0.42,0.4,0.019999999999999962
PB9,75e4,0.5,0.4,0.09999999999999998
W,75e4,0.44,0.4,0.03999999999999998
GR1,775e3,0.41,0.4,0.009999999999999953
PT10,775e3,0.39,0.4,-0.010000000000000009
TL13,775e3,0.37,0.4,-0.030000000000000027
PT5,775e3,0.41,0.4,0.009999999999999953
PB7,775e3,0.42,0.4,0.019999999999999962
PT11,775e3,0.42,0.4,0.019999999999999962
AR2,775e3,0.37,0.4,-0.030000000000000027
TR7,775e3,0.34,0.4,-0.06
TR2,775e3,0.25,0.4,-0.15000000000000002
AR6,775e3,0.4,0.4,0
TR8,775e3,0.36,0.4,-0.040000000000000036
AB5,775e3,0.5,0.4,0.09999999999999998
PB14,775e3,0.3,0.4,-0.10000000000000003
AR7,775e3,0.41,0.4,0.009999999999999953
TB6,775e3,0.43,0.4,0.02999999999999997
TL9,775e3,0.45,0.4,0.04999999999999999
PB8,775e3,0.38,0.4,-0.020000000000000018
PT3,775e3,0.37,0.4,-0.030000000000000027
TT7,775e3,0.47,0.4,0.06999999999999995
GB1,775e3,0.39,0.4,-0.010000000000000009
GT1,775e3,0.4,0.4,0
GL1,775e3,0.37,0.4,-0.030000000000000027
TL7,775e3,0.4,0.4,0
AB6,775e3,0.35,0.4,-0.050000000000000044
AB4,775e3,0.35,0.4,-0.050000000000000044
PT12,775e3,0.38,0.4,-0.020000000000000018
AT7,775e3,0.19,0.4,-0.21000000000000002
AB3,775e3,0.39,0.4,-0.010000000000000009
PT13,775e3,0.41,0.4,0.009999999999999953
AB7,775e3,0.36,0.4,-0.040000000000000036
TL5,775e3,0.45,0.4,0.04999999999999999
AT6,775e3,0.39,0.4,-0.010000000000000009
PR3,775e3,0.45,0.4,0.04999999999999999
PR2,775e3,0.38,0.4,-0.020000000000000018
AT3,775e3,0.42,0.4,0.019999999999999962
TL14,775e3,0.45,0.4,0.04999999999999999
PR1,775e3,0.39,0.4,-0.010000000000000009
PB1,775e3,0.34,0.4,-0.06
PB6,775e3,0.43,0.4,0.02999999999999997
AL3,775e3,0.41,0.4,0.009999999999999953
AT2,775e3,0.42,0.4,0.019999999999999962
AR3,775e3,0.43,0.4,0.02999999999999997
PB3,775e3,0.41,0.4,0.009999999999999953
PR4,775e3,0.38,0.4,-0.020000000000000018
AB2,775e3,0.4,0.4,0
AT1,775e3,0.4,0.4,0
TB5,775e3,0.35,0.4,-0.050000000000000044
AT5,775e3,0.38,0.4,-0.020000000000000018
TB7,775e3,0.42,0.4,0.019999999999999962
PB9,775e3,0.5,0.4,0.09999999999999998
W,775e3,0.44,0.4,0.03999999999999998
GR1,8e5,0.41,0.4,0.009999999999999953
PT10,8e5,0.39,0.4,-0.010000000000000009
TL13,8e5,0.37,0.4,-0.030000000000000027
PT5,8e5,0.41,0.4,0.009999999999999953
PB7,8e5,0.42,0.4,0.019999999999999962
PT11,8e5,0.42,0.4,0.019999999999999962
AR2,8e5,0.37,0.4,-0.030000000000000027
TR7,8e5,0.34,0.4,-0.06
TR2,8e5,0.25,0.4,-0.15000000000000002
AR6,8e5,0.4,0.4,0
TR8,8e5,0.36,0.4,-0.040000000000000036
AB5,8e5,0.5,0.4,0.09999999999999998
PB14,8e5,0.3,0.4,-0.10000000000000003
AR7,8e5,0.41,0.4,0.009999999999999953
TB6,8e5,0.44,0.4,0.03999999999999998
TL9,8e5,0.45,0.4,0.04999999999999999
PB8,8e5,0.38,0.4,-0.020000000000000018
PT3,8e5,0.37,0.4,-0.030000000000000027
TT7,8e5,0.47,0.4,0.06999999999999995
GB1,8e5,0.39,0.4,-0.010000000000000009
GT1,8e5,0.4,0.4,0
GL1,8e5,0.37,0.4,-0.030000000000000027
TL7,8e5,0.4,0.4,0
